Date,Duration,TripDistance_KM,FuelConsumed_L,FuelConsumption_Lper100KM,ElectricityConsumed_KWH,TotalEConsumed_Lper100KMeq,StartSOC,EndSOC,AmbientTemperature_C,AverageSpeed_kmh,MaxSpeed_kmh,AuxiliaryLoad_KW,HardAccel_Percent,HardBraking_Percent,TimeIdle_Percent
August 15 2017 08:19:33 AM,0:08:10,3.81,0,0,0.91,2.7,96.1,87.5,16,27.96,71,0.19,13,24,25%
August 14 2017 08:18:14 PM,0:13:12,7.05,0,0,1.13,1.8,85.1,75.7,21,32.06,61,0.1,13,8,9%
August 14 2017 07:07:06 PM,0:11:13,6.89,0,0,0.95,1.6,92.2,85.1,23,36.86,63,0.05,7,5,5%
August 14 2017 04:54:40 PM,0:28:20,10.84,0,0,1.73,1.8,67.5,48.2,24,22.95,76,0.39,31,36,38%
August 14 2017 04:00:44 PM,0:22:16,10.28,0,0,1.84,2,85.5,67.5,26,27.71,74,0.3,32,36,28%
August 14 2017 08:09:12 AM,0:19:36,10.35,0,0,1.72,1.9,99.6,85.5,19,31.69,69,0.17,26,35,12%
August 13 2017 06:10:25 PM,0:04:21,2.34,0,0,0.38,1.8,47.8,44.3,21,32.22,64,0.07,0,12,6%
August 13 2017 04:47:32 PM,0:06:04,2.29,0,0,0.44,2.2,52.2,48.2,23,22.61,52,0.27,6,25,18%
August 13 2017 02:24:12 PM,0:02:49,0.75,0,0,0.12,,47.5,47.1,23,15.96,44,0.17,18,20,15%
August 13 2017 01:56:48 PM,0:21:40,7.19,0,0,1.16,1.8,56.9,47.8,23,19.92,67,0.4,28,22,37%
August 13 2017 01:36:57 PM,0:09:51,6.84,0,0,1.16,1.9,67.8,57.3,23,41.67,70,0.03,7,9,4%
August 12 2017 02:52:24 PM,0:32:17,15.8,0,0,2.91,2.1,99.6,73.3,23,29.37,76,0.29,19,16,22%
August 12 2017 01:20:33 PM,0:13:45,8.13,0,0,1.18,1.6,81.6,69.4,23,35.46,102,0.21,24,12,13%
August 12 2017 12:38:55 PM,0:12:55,6.8,0,0,1.27,2.1,93.7,82,21,31.58,57,0.12,16,12,11%
August 11 2017 08:09:27 PM,0:03:32,0.78,0,0,0.14,,95.3,93.7,22,13.19,43,0.37,25,25,24%
August 11 2017 07:57:40 PM,0:06:03,2.64,0,0,0.58,2.5,99.6,95.3,23,26.15,56,0.16,18,20,10%
August 11 2017 06:34:27 PM,0:05:13,2.27,0.1,6.56,0.14,7.2,99.6,99.6,24,26.13,56,0.24,6,6,17%
August 11 2017 11:07:14 AM,0:20:09,15.58,0,0,2.16,1.6,66.7,43.9,22,46.41,110,0.36,17,15,28%
August 11 2017 10:48:25 AM,0:13:53,13.4,0,0,2.7,2.3,92.5,66.7,21,57.93,104,0.2,18,19,17%
August 11 2017 08:19:30 AM,0:07:40,3.78,0,0,0.91,2.7,99.6,92.5,18,29.61,76,0.19,42,39,22%
August 09 2017 07:33:19 PM,0:14:35,8.43,0,0,1.06,1.4,67.1,55.3,18,34.69,98,0.14,17,26,14%
August 09 2017 07:23:50 PM,0:02:56,1.1,0,0,0.24,,70.2,67.5,19,22.4,46,0.21,18,18,18%
August 09 2017 07:10:13 PM,0:02:38,0.92,0,0,0.21,,72.9,70.6,19,20.92,64,0.22,57,57,20%
August 09 2017 07:06:50 PM,0:01:01,0.14,0,0,0.03,,73.7,72.9,20,8.09,20,0.26,0,0,30%
August 09 2017 06:35:40 PM,0:13:38,6.51,0,0,1.38,2.4,87.1,73.7,19,28.65,64,0.2,21,23,17%
August 09 2017 05:12:12 PM,0:08:38,3.88,0,0,0.5,1.5,91.8,87.5,19,26.99,78,0.31,38,33,21%
August 09 2017 03:21:09 PM,0:08:39,3.77,0,0,1.04,3.1,99.6,91.8,19,26.18,86,0.35,35,32,30%
August 09 2017 08:13:35 AM,0:32:55,18.29,0,0,3.4,2.1,68.2,36.1,13,33.35,87,0.23,20,23,16%
August 08 2017 07:57:28 PM,0:05:55,2.37,0,0,0.41,1.9,73.3,69.8,20,24.02,54,0.17,4,12,12%
August 08 2017 06:39:56 PM,0:05:26,2.25,0,0,0.45,2.2,82.7,79.2,21,24.89,53,0.07,23,19,7%
August 08 2017 12:23:19 PM,0:08:35,3.95,0,0,0.68,1.9,89.4,83.1,19,27.63,69,0.28,39,27,19%
August 08 2017 12:09:17 PM,0:05:22,2.78,0,0,0.31,1.2,92.5,89.4,18,31.13,66,0.31,30,26,21%
August 08 2017 10:18:59 AM,0:05:38,3.83,0,0,0.91,2.7,99.6,92.9,17,40.76,72,0.11,18,25,10%
August 07 2017 02:49:20 PM,0:12:15,5.7,0,0,0.52,1,42,38,16,27.94,60,0.14,20,38,19%
August 07 2017 02:23:55 PM,0:16:27,11.4,0,0,2.26,2.2,64.3,41.6,15,41.58,102,0.21,13,10,25%
August 07 2017 01:27:44 PM,0:08:15,2.72,0,0,0.6,2.5,71,64.3,16,19.82,60,0.23,24,32,24%
August 07 2017 12:58:26 PM,0:08:09,4.56,0,0,0.85,2.1,79.2,71,16,33.55,86,0.2,32,40,22%
August 07 2017 11:38:42 AM,0:05:55,2.19,0,0,0.38,1.9,84.7,81.2,16,22.2,50,0.1,25,14,8%
August 06 2017 09:04:44 PM,0:09:22,4.59,0,0,0.69,1.7,91.8,85.1,16,29.4,68,0.18,28,36,17%
August 06 2017 07:43:06 PM,0:11:59,6.82,0,0,1.09,1.8,99.6,91.8,16,34.16,65,0.07,22,24,8%
August 06 2017 03:53:20 PM,0:12:40,6.17,0,0,0.81,1.5,65.5,57.6,19,29.25,63,0.2,26,27,17%
August 06 2017 02:41:40 PM,0:07:37,9.33,0,0,1.55,1.9,83.5,68.6,22,73.53,121,0.02,19,9,3%
August 06 2017 02:33:51 PM,0:04:18,1.54,0,0,0.29,,87.1,84.3,23,21.42,61,0.14,21,25,10%
August 06 2017 02:11:44 PM,0:10:15,6.27,0,0,1.44,2.6,99.6,87.1,23,36.68,62,0.17,13,17,13%
August 05 2017 05:46:02 PM,0:16:57,7.17,0,0,1.03,1.6,29.4,17.6,17,25.39,63,0.19,16,19,16%
August 05 2017 05:40:42 PM,0:01:29,0.22,0,0,0.09,,30.2,29.4,17,8.94,25,0.14,12,12,19%
August 05 2017 05:31:35 PM,0:04:57,1.79,0,0,0.34,,33.3,30.2,18,21.7,61,0.22,20,28,24%
August 05 2017 03:20:12 PM,0:12:11,6.08,0,0,1,1.9,39.2,30.6,19,29.94,61,0.19,20,19,20%
August 05 2017 02:53:02 PM,0:16:29,4.84,0,0,0.82,1.9,45.9,39.2,19,17.6,61,0.32,26,30,38%
August 05 2017 02:31:12 PM,0:14:19,9.3,0,0,1.29,1.6,59.2,45.5,18,39,77,0.11,34,36,14%
August 05 2017 02:09:26 PM,0:21:02,3.93,0,0,0.89,2.5,69,59.2,18,11.22,98,0.63,19,27,61%
August 05 2017 01:52:09 PM,0:02:42,0.42,0,0,0.13,,70.6,69,18,9.31,47,0.64,57,86,49%
August 05 2017 01:16:04 PM,0:03:08,0.86,0,0,0.17,,73.7,71,18,16.49,47,0.25,36,45,16%
August 05 2017 12:43:05 PM,0:21:06,15.8,0,0,2.85,2,99.6,73.7,18,44.92,106,0.1,14,22,8%
August 04 2017 09:24:59 PM,0:07:25,2.98,0,0,0.48,1.8,94.1,90.2,15,24.14,52,0.1,15,18,6%
August 04 2017 08:03:21 PM,0:03:35,1.16,0,0,0.29,,96.9,94.5,15,19.51,47,0.15,27,40,13%
August 04 2017 06:46:48 PM,0:05:41,2.28,0,0,0.41,2,99.6,97.6,16,24.07,58,0.24,19,19,21%
August 04 2017 12:01:49 PM,0:16:07,8.18,0,0,1.16,1.6,43.1,31.8,15,30.44,98,0.26,24,16,18%
August 04 2017 11:13:45 AM,0:15:10,6.79,0,0,1.34,2.2,56.1,43.5,15,26.86,67,0.15,24,29,20%
August 03 2017 08:27:27 PM,0:06:56,2.56,0,0,0.45,2,55.7,52.2,13,22.12,44,0.13,21,10,8%
August 03 2017 08:05:10 PM,0:13:28,5.74,0,0,0.54,1.1,60.4,55.7,13,25.57,60,0.23,27,25,25%
August 03 2017 07:14:36 PM,0:13:08,6.29,0,0,1.45,2.6,74.5,60.4,14,28.74,63,0.13,21,16,13%
